UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8536,L56413,L,298.6,308.9,1372,29.6,225,1,0,0,0,0,0
8101,M14869,M,299,308.9,1868,41.3,93,0,0,0,0,0,0
6358,L53615,L,300.8,309.2,1356,30.7,200,0,0,0,0,0,0
8620,H39207,L,298.2,307.4,1824,41.3,16,0,0,0,0,0,0
6132,M21289,L,301.4,310.4,1496,33.9,95,0,0,0,0,0,0
3181,L47502,L,296.9,307.5,1469,45.3,211,0,0,0,0,0,0
852,L51243,L,296.6,307.5,1411,57.1,84,1,0,0,0,0,0
284,H29500,L,298.7,308.9,1767,43.3,76,0,0,0,0,0,0
460,M24281,L,298.4,307.3,2433,39.1,102,0,0,0,0,0,0
8441,L56975,L,297.9,309.3,1422,46.6,138,0,0,0,0,0,0
2323,L55032,L,300.6,309.8,1687,47.4,5,0,0,0,0,0,0
8111,M21259,M,301,310.5,1808,46.1,27,0,0,0,0,0,0
5360,M21261,L,301.9,311.6,1426,36.8,114,0,0,0,0,0,0
7418,M21447,L,301.9,310.4,1420,38.9,77,0,0,0,0,0,0
5277,H37328,L,302.2,311.3,1639,34.8,149,0,0,0,0,0,0
8080,L55363,L,301.7,310.2,1670,27.8,10,0,0,0,0,0,0
7604,H36610,L,300.5,311.5,1437,44.5,172,0,0,0,0,0,0
8802,M24786,M,297.9,308.3,1365,25.5,85,0,0,0,1,0,0
9245,L51574,L,299,308.8,1450,37.1,208,0,0,0,0,0,0
7718,M22451,L,300.8,310.5,1574,55.7,76,0,0,0,0,0,0
9105,L48964,L,298.2,307.6,1776,16.9,62,0,0,0,0,0,0
8961,L51677,H,301,311.5,1421,44.8,49,0,0,0,0,0,0
8531,M21292,L,300.9,312,1403,53.1,51,0,0,0,0,0,0
3617,L53965,L,304.2,311.3,1497,49.1,44,0,0,0,0,0,0
2820,M22285,L,302.9,310.9,1726,32.6,90,0,0,0,0,0,0
7318,L55743,L,299.2,308.7,1449,54.6,49,0,0,0,0,0,0
1368,L47499,L,299,309.1,1398,62.3,38,0,0,0,0,0,0
7406,M22709,L,300.1,310,1627,37,72,0,0,0,0,0,0
1,H31814,L,300.9,309.7,1502,42.4,8,0,0,0,0,0,0
6958,M21145,L,301.2,311.4,1637,33.4,108,0,0,0,0,0,0
6001,L55001,L,300.6,311.8,1335,46.3,32,0,0,0,0,0,0
47,M15230,L,296.2,309,1492,33.3,67,0,0,0,0,0,0
7531,M20505,L,301.4,311.8,1387,45.8,81,0,0,0,0,0,0
6889,M17267,L,300.5,309.1,1371,62.2,37,0,0,0,0,0,0
2034,M18586,L,300.8,311.3,1456,40.5,186,0,0,0,0,0,0
2726,M15387,L,302.3,310.9,1420,42.7,98,0,0,1,0,0,0
7020,L51025,L,300.7,310.5,1441,42.3,53,0,0,0,0,0,0
5385,L51281,L,304,313.2,1551,32.1,82,0,0,0,0,0,0
4662,H34696,L,303,311.5,1633,30.7,170,0,0,0,0,0,0
3726,M21304,L,302.3,311.1,1353,44.4,150,0,0,0,0,0,0
515,M16764,L,295.9,306.6,1383,40.6,130,0,0,0,0,0,0
7049,M15838,L,297.7,310.1,1402,47.3,38,0,0,0,0,0,0
413,L48689,L,299.1,311.7,1449,26.9,200,0,0,0,0,0,0
7360,M21289,L,300.3,312,1572,44.6,41,0,0,0,0,0,0
8549,L57121,L,298,311.5,1361,36.3,56,0,0,0,0,0,0
71,L48940,L,298.4,307.7,2329,27.7,53,0,0,0,0,0,0
3893,M22827,M,303,312,1470,50.9,211,0,0,0,0,0,0
4356,H37262,L,302.5,311.3,1630,33.1,136,0,0,0,0,0,0
525,M15465,L,298.4,308.4,1509,43.2,118,0,0,0,0,0,0
2985,L48523,M,299.5,309.9,1378,45.1,156,0,0,0,0,0,0
6778,L56991,L,297.9,310.7,1361,60.1,86,0,0,0,0,0,0
4269,M21789,L,302.3,312.7,1758,30,210,0,0,0,0,0,0
7781,L56220,L,296.8,306.9,1425,63.3,87,0,0,0,0,0,0
1508,M15119,L,299.6,309,1488,28.9,65,0,0,0,0,0,0
447,L48153,H,297,308.6,1420,51.1,155,0,0,0,0,0,0
5334,L55086,L,301.1,312.6,1608,41.6,142,0,0,0,0,0,0
7811,M22542,L,301.7,310.8,1649,32.8,93,0,0,0,0,0,0
7879,M22520,L,301,311.3,1578,54.5,149,0,0,0,0,0,0
967,M18104,L,301.7,309.7,1407,47.9,33,0,0,0,0,0,0
3674,L49402,M,302.4,311,1594,48.7,70,0,0,0,0,0,0
7646,L51770,L,302.8,312.7,1533,69.3,88,0,0,0,0,0,0
987,M15356,L,297.9,307.1,1440,54.2,152,0,0,0,0,0,0
5506,M17187,L,300.3,309.2,1453,46.7,208,0,0,0,0,0,0
891,M15307,L,297.9,307.4,1429,46.6,141,0,0,0,0,0,0
5990,L49448,L,300.5,309.5,1556,50.8,152,0,0,0,0,0,0
6684,L51793,L,301.7,309.5,1297,52.8,60,0,0,0,0,0,0
7773,L55323,L,300.9,311.3,1519,54.3,115,0,0,0,0,0,0
1874,M17080,L,298.2,309.4,1217,55.2,81,0,0,0,0,0,0
1768,H31483,L,298.6,309.1,1725,24.1,121,0,0,0,0,0,0
4145,L48684,L,302.2,308.9,1499,32.5,139,0,0,0,0,0,0
3592,L55032,L,300.7,311.4,1306,53.2,55,0,0,0,0,0,0
8408,H38822,L,299.1,310.4,1315,74.2,33,0,0,0,0,0,0
3556,L51132,L,297.5,311.6,1431,60.4,61,0,0,0,0,0,0
1,L47418,L,297.9,307.8,1374,38.1,164,0,0,0,0,0,0
591,L47602,M,296.5,309.1,1384,39.8,22,0,0,0,0,0,0
659,L50923,L,298.3,309.4,1427,49.3,37,0,0,0,0,0,0
4397,L50775,L,301.7,311.4,1608,21.8,175,0,0,0,0,0,0
9258,M24541,L,299,308.2,1544,41.4,44,0,0,0,0,0,0
2088,L51017,M,301.5,312.3,1604,48.9,64,0,0,0,0,0,0
581,M23501,L,299.2,308.8,1422,61,174,0,0,0,0,0,0
6653,L54861,L,301.6,310.4,1850,39.5,53,0,0,0,0,0,1
3124,H33139,L,302.5,312,1622,29.3,145,0,0,0,0,0,0
7663,L50509,M,300.8,309,1547,18.1,50,0,0,0,0,0,0
5649,M21271,L,301,309.4,1714,21.8,32,0,0,0,0,0,0
3889,M20734,L,300.3,312.6,1841,18.5,158,0,0,0,0,0,0
3666,M15691,M,302.8,307.7,1661,39.1,129,0,0,0,0,0,0
6724,M23373,L,299,309.4,1750,32.3,193,0,0,0,0,0,0
8391,H32866,L,298.5,308.1,1771,54.5,143,0,0,0,0,0,0
1715,M16969,L,299.9,309.4,1329,44.8,54,0,0,0,0,0,0
1,L47194,L,298.8,308.2,1835,47.6,164,0,0,0,0,0,0
7857,M16424,L,299.2,308.8,1432,45.7,105,0,0,0,0,0,0
7886,M16541,H,299,310.2,1461,40.1,57,0,0,0,0,0,0
8707,M16270,L,298.8,310.9,1414,45.9,53,0,0,0,0,0,0
1663,L47819,L,297,309.5,1650,24.6,183,0,0,0,0,0,0
1795,L50984,M,297.3,311.6,1449,47.9,139,0,0,0,0,0,0
8895,L55594,L,298.7,309.5,1434,54.1,179,0,0,0,0,0,0
1388,L50968,L,298.3,310.4,1658,25.9,177,0,0,0,0,0,0
4163,L47846,L,296.1,306.1,1480,46.2,142,0,0,0,0,0,0
6188,M15332,L,300.7,310.8,1826,43.3,16,0,0,0,0,0,0
7515,M18431,L,301.9,309,1365,62.1,49,0,0,0,0,0,0
7037,L54970,M,302.6,311.6,1377,66.5,120,0,0,0,0,0,0
6685,M18412,M,298.8,309.3,1321,46.2,86,0,0,0,0,0,0
811,L48668,L,297.2,309.1,2610,46.2,130,0,0,0,0,0,0
7461,L48700,L,300.9,312.3,1492,43.2,154,0,0,0,0,0,0
9377,L50146,L,299.1,309.1,1399,37.4,143,0,0,0,0,0,0
3001,L54836,M,300.7,309.1,1310,45.8,220,0,0,0,0,0,0
4315,L51746,L,299.1,312.6,1508,42.3,197,0,0,0,0,0,0
2399,M18453,L,302.2,309.3,1571,47.8,175,0,0,0,0,0,0
2575,L54783,L,300.6,311.8,1632,38.4,65,0,0,0,0,0,0
7515,L55015,H,303.9,310.7,1564,28.4,58,0,0,0,0,0,0
1241,M18599,L,300.6,307.5,1627,39,193,0,0,0,0,0,0
8377,M21821,L,300.9,309.5,1347,69.3,209,0,0,0,0,0,0
928,L49762,L,301.7,308.1,1482,38.9,58,0,0,0,0,0,0
3127,L47664,M,298.9,309.8,1695,21.3,91,0,0,0,0,0,0
4228,L51252,M,300.9,309.4,1344,37.6,86,0,0,0,0,0,0
3863,M23002,L,300.3,311.8,1640,36.5,87,0,0,0,0,0,0
2701,L53593,M,301.8,310.9,1412,46,66,0,0,1,0,0,0
7741,L54776,L,300.6,310.5,2088,14.9,51,0,0,0,0,0,0
4208,L55497,L,302.6,310.2,1401,54.9,40,1,0,0,0,0,0
6753,M22867,L,300.9,310.7,1638,38.5,188,0,0,0,0,0,0
8292,L52394,H,301.4,311,1485,31.7,32,0,0,0,0,0,0
2041,L47706,L,297.7,307.9,1432,20.6,209,0,0,0,0,0,0
7001,L54799,M,298.5,310.8,1646,24,19,0,0,0,0,0,0
3353,L49642,L,301,310.6,2806,12.6,36,0,0,0,0,0,0
1048,L50966,L,298.7,308.3,1657,34.3,78,0,0,0,0,0,0
4986,L51742,L,302.9,313,1840,28.8,68,0,0,0,0,0,0
1381,L48938,L,298.5,308,1647,26.3,27,0,0,0,0,0,0
5271,M20744,L,297.5,312.4,1744,37.3,70,0,0,0,0,0,0
4810,M23585,M,298.9,309.5,1441,43.6,54,0,0,0,0,0,0
1531,L50792,M,300.3,310.5,1458,44.6,60,0,0,0,0,0,0
5510,M21464,L,300.9,309.5,1457,49.9,208,0,0,0,0,0,0
3721,L55018,L,301.6,311.3,1560,50.5,80,0,0,0,0,0,0
1613,L50504,H,300.6,310.1,1364,48.6,70,0,0,0,0,0,0
9136,M23393,L,298.5,308.3,1422,56.3,36,0,0,0,0,0,0
1,L47938,L,297.2,308.2,1399,64.4,217,0,0,0,0,0,0
10000,L56594,L,298.5,309.5,1444,53.7,101,0,0,0,0,0,0
8631,L53141,L,298.2,310.2,1347,47.3,51,0,0,0,0,0,0
927,L50812,L,299.2,309.2,1414,44.2,55,0,0,0,0,0,0
2181,L48587,M,299,309.3,1559,25.5,147,0,0,0,0,0,0
70,L48735,M,302,307.9,1458,53.5,70,0,0,0,0,0,0
9154,M23393,M,299.2,309.3,1791,45.3,164,0,0,0,0,0,0
1348,L50776,L,298.2,309.4,1829,21.2,131,0,0,0,0,0,0
511,L47593,L,299.1,308.9,1478,37.9,91,0,0,0,0,0,0
6977,M21009,L,301.8,310.6,1605,44.6,62,0,0,0,0,0,0
8159,L51555,L,301.2,309.5,1460,38.7,11,0,0,0,0,0,0
9185,L56844,M,298.9,310.4,1429,20.8,136,0,0,0,0,0,0
6613,L51874,L,302.4,311.4,1598,43.9,39,0,0,0,0,0,0
5708,H31603,L,300.8,307.5,1910,39.2,226,0,0,0,0,0,0
1657,H29691,L,299,309.1,1733,42.2,80,0,0,0,0,0,0
8250,H35550,L,303.7,311.1,1420,46.1,44,0,0,0,0,0,0
2753,L55253,L,300.8,310.6,1634,35.2,162,0,0,0,0,0,0
1992,L48437,L,298.4,307.6,1373,49.5,173,0,0,0,0,0,0
3124,M22316,L,301.2,310.8,1785,24.8,101,0,0,0,0,0,0
5659,M18983,L,299.5,309.3,1597,32.1,232,0,0,0,0,0,0
652,M15104,M,298.3,307.3,1620,47.5,101,0,0,0,0,0,0
1080,M18531,L,300.9,309.1,1625,59,101,0,0,0,0,0,0
2801,L53597,L,300.8,310.6,1681,36.3,205,0,0,0,0,0,0
6752,L50583,M,300.6,311.6,1482,30.2,120,0,0,0,0,0,0
7546,L49233,L,300.5,309,1734,32.1,115,0,0,0,0,0,0
415,M15312,M,299.3,307.5,2796,24.8,167,0,0,0,0,0,0
7694,L52418,L,298.4,313.1,1590,44.6,76,0,0,0,0,0,0
792,M15245,L,298.7,307.9,1373,57.4,77,0,0,0,0,0,0
4160,L47501,M,299.4,309.1,1481,43.5,50,0,0,0,0,0,0
1772,M22987,L,302.4,311.8,1471,36.7,51,0,0,0,0,0,0
1564,L47949,M,298.1,307.9,1512,47,42,0,0,0,0,0,0
3431,M17787,L,300.2,311.3,1368,48.8,50,0,0,0,0,0,0
8798,L55569,L,297.4,307.6,1615,36,24,0,0,0,0,0,0
2473,M16127,M,298.2,308,1754,25.3,132,0,0,0,0,0,0
4062,L54891,L,299.9,310.6,1304,46.8,216,0,0,0,0,0,0
4303,L53583,L,303,310.9,2159,30,49,0,0,1,0,0,0
9400,M24285,L,298.7,309.1,1647,32.5,37,0,0,0,0,0,0
6984,L56731,L,301.4,310.6,1805,17.3,5,0,0,0,0,0,0
782,M15190,L,296.6,312.1,1501,35.9,150,0,0,0,0,0,0
8493,M19213,H,302.4,309.3,1624,42,44,0,0,0,0,0,0
4146,H34799,L,302.7,311.4,1357,58.1,223,1,1,1,0,0,0
1515,L51000,H,298.9,307.5,1601,50.9,140,0,0,0,0,0,0
8230,M20316,M,299.5,312.5,1480,45.4,163,0,0,0,0,0,0
8743,L55852,L,297.5,307.4,1312,63.7,69,0,0,0,0,0,0
446,M17581,L,297.6,308.5,1713,26,71,0,0,0,0,0,0
2520,L48684,L,297.4,308.5,1354,33.8,63,0,0,0,0,0,0
641,H29734,M,298.9,307.9,1517,47.6,24,0,0,0,0,0,0
75,L48785,L,297.8,307.9,1516,36.9,221,0,0,0,0,0,0
5485,L52238,L,300.5,311.1,1509,37.9,202,0,0,0,0,0,0
2385,H31473,L,297.8,307.7,1661,22.4,48,0,0,0,0,0,0
8615,M24809,L,298.4,308.3,1314,38.5,64,0,0,0,0,0,0
411,L51297,L,304,312.9,1396,38.8,69,0,0,0,0,0,0
7129,L54908,L,300.8,310.5,1479,45.4,98,0,0,0,0,0,0
1101,L48752,L,302.9,308.1,1398,39.5,15,0,0,0,0,0,0
904,M21271,L,301.5,310.4,1444,48,164,0,0,0,0,0,0
797,L47437,L,298.2,308.7,1633,29.6,184,0,0,0,0,0,0
3580,L47598,M,302.7,310.7,1432,52.3,74,0,0,0,0,0,0
6164,L48938,L,298.4,309.7,2886,9.4,77,0,0,0,0,0,0
7521,L53308,L,303.6,307.7,1786,39.8,39,0,0,0,0,0,0
4517,M20682,L,303.4,311.1,1521,42.9,61,0,0,0,0,0,0
6984,M23902,L,296.8,309.3,1359,48.6,60,0,0,0,0,0,0
7343,L57027,M,302.3,309.4,1501,58,79,0,0,0,0,0,0
4418,L51800,M,303.6,309.9,1316,54.1,234,0,0,0,0,0,0
9261,M23377,M,298.1,308,1403,44.5,119,0,0,0,0,0,0
1735,L50922,L,300.5,310.4,2040,21.5,140,0,0,0,0,0,0
2769,L54269,L,298.7,310.9,1443,49,114,0,0,0,0,0,0
9033,L57057,M,298.3,311.5,1302,55.5,53,0,0,0,0,0,0
6295,H37236,L,301.9,311.4,1601,38,216,0,0,0,0,0,0
6996,L47515,L,296.6,309.4,1501,26.4,206,0,0,0,0,0,1
1853,M16052,H,298.6,308.4,1421,64.5,193,0,0,0,0,0,0
5364,L51282,L,302.9,310.9,1470,45,170,0,0,0,0,0,0
6221,H37117,M,300.6,311.1,1720,31.4,213,0,0,0,0,0,0
1342,L47678,L,297.8,308.2,1382,48.4,76,0,0,0,0,0,0
2736,L50756,L,300.5,310.4,1576,37.9,46,0,0,0,0,0,0
7169,L55691,H,299.7,309.7,1366,31.8,160,0,0,0,0,0,0
2325,L48922,L,298.8,307.5,1797,24.5,64,0,0,0,0,0,0
81,M20989,L,303.5,313,2153,60.4,183,0,0,0,0,0,0
8395,H34864,L,303.3,311.8,1390,42.7,63,0,0,0,0,0,0
3033,H37209,M,300.7,311,1461,56.1,71,0,0,0,0,0,0
7165,H37437,L,300.9,311.6,1488,48.2,3,0,0,0,0,0,0
1483,M17356,M,302.8,308.9,1325,59.1,175,0,0,0,0,0,0
8036,M17059,L,300.3,308.4,1381,49.3,200,0,0,0,0,0,0
8753,L56598,L,299,307.9,1359,61.6,196,0,0,0,0,0,0
3202,L49517,L,302.2,309.4,1628,35.9,97,0,0,0,0,0,0
6980,M22664,L,301.9,310.7,1672,32.3,30,0,0,0,0,0,0
4979,L52575,L,300.9,312.3,1615,16.4,138,0,0,0,0,0,0
2005,M18438,M,298.7,309.3,1451,49.4,91,0,0,0,0,0,0
8621,L57154,L,297.9,309.5,1729,66,64,0,0,0,0,0,0
198,L47655,L,298.9,307.4,1366,58.6,37,1,0,0,0,1,0
4650,H37236,M,301.4,311.2,1621,40,113,0,0,0,0,0,0
2897,M21464,L,302.4,310.3,1537,46.5,53,0,0,0,0,0,0
1870,L54592,M,299.7,309.4,1732,18.7,63,0,0,0,0,0,0
2272,M20616,L,299.7,311.6,1468,52.5,109,0,0,0,0,0,0
9910,M24285,L,298.7,309.7,1475,21,140,0,0,0,0,0,0
1964,L51071,L,299.7,309.2,1660,28.9,55,0,0,0,0,0,0
6239,M19610,L,303.3,313,1649,42.5,85,0,0,0,0,0,0
1499,L47467,L,302.4,309.2,1401,38.1,68,0,0,0,0,0,0
7472,M17605,L,300.9,309.3,2340,17.8,44,0,0,0,0,0,0
804,L49708,L,300,309.3,1575,41.7,206,0,0,0,0,0,0
467,L47912,H,297.3,307.7,1444,38.2,208,0,0,0,0,0,0
4185,L50712,M,300.4,310.6,1524,28.3,33,0,0,0,0,0,0
1354,L47418,L,297.6,308.7,1351,46.9,96,0,0,0,0,0,0
7704,L55227,L,300.7,310.7,1633,33.9,63,0,0,0,0,0,0
4066,M22963,L,302,311.2,1566,29.9,63,0,0,0,0,0,0
1932,L56978,L,298.8,309.9,1764,23.8,66,0,0,0,0,0,0
899,M15245,L,297.1,308.8,1441,46.8,49,0,0,0,0,0,0
7414,L56769,H,299.4,309.2,1410,47.1,204,0,0,0,0,0,0
2309,M22570,L,300.9,311.3,1610,51.6,61,0,0,0,0,0,0
7382,M19233,L,297.8,310.2,2412,16.4,69,0,0,0,0,0,0
1457,M16600,L,299.1,308.3,2516,12.8,195,0,0,0,0,0,0
3892,L53196,M,302.8,311,1423,60.2,17,0,0,0,0,0,0
3903,M18886,M,302.5,310.9,1778,53.6,56,0,0,0,0,0,0
362,L48172,M,298.3,307,1711,35.5,136,0,0,0,0,0,0
4359,L54777,L,302.6,310.6,1745,27,59,0,0,0,0,0,0
3081,M22372,M,298.9,309.5,1638,29.4,66,0,0,0,0,0,0
8722,M19177,L,298,307.7,1697,11.4,136,0,0,0,0,0,0
352,L47668,L,298.5,308.9,1460,44.6,183,0,0,0,0,0,0
4961,L51453,L,300.4,310.9,1855,35.6,57,0,0,0,0,0,0
7054,L48970,L,298,308.4,1375,67.8,224,0,0,0,0,0,0
3760,L52669,L,301.3,311,1792,31.2,156,0,0,0,0,0,0
1434,M17554,L,298.2,309.4,1762,32.3,93,0,0,0,0,0,0
225,L47499,L,297.1,308.6,1436,49.3,53,0,0,0,0,0,0
5873,M22664,M,301.2,311,1665,28.3,44,0,0,0,0,0,0
2518,L54805,L,302.3,310.7,1350,47.9,57,0,0,0,0,0,0
8535,L48076,L,298,310.2,1395,46.8,207,0,0,0,0,0,0
5800,L53016,L,303.7,312.1,1415,48.2,93,0,0,0,0,0,0
1289,L50936,L,300.7,310.3,1823,27.4,55,0,0,0,0,0,0
2100,L47949,L,298.6,309.1,1432,23.1,213,0,0,0,0,0,0
2793,L50860,L,302.3,311.9,1398,44.1,145,0,0,0,0,0,0
9116,L55970,L,299,308.9,1484,42.7,40,0,0,0,0,0,0
1150,L53896,L,300.4,310.5,1358,69.7,204,0,0,0,0,0,0
5582,L51908,L,304,313.2,1640,47.8,69,0,0,0,0,0,0
2965,L48531,L,298.8,307.9,1708,18.2,55,0,0,0,0,0,0
7674,L49195,L,297.8,310.9,1863,26.7,22,0,0,0,0,0,0
3713,L49383,L,301.5,310.3,1353,44,58,0,0,0,0,0,0
7977,L53337,L,301.7,309.7,1351,61,79,0,0,0,0,0,0
8855,L55578,L,298.6,308.4,1434,57.6,29,0,0,0,0,0,0
4524,M19972,L,303.9,312.5,1365,50,19,0,0,0,0,0,0
1418,H31814,M,301.2,310.2,1431,48.4,41,0,0,0,0,0,0
1801,M16426,L,298.7,309.5,1595,53,225,0,0,0,0,0,0
1460,L49913,L,300.5,309.2,1363,44.5,93,0,0,0,0,0,0
2929,M22719,L,300.8,310.9,1758,31.4,72,0,0,0,0,0,0
7321,M21491,M,299.5,309.4,1594,34.2,172,0,0,0,0,0,0
1,M14865,L,298.9,308.7,1394,33.2,44,0,0,0,0,0,0
4504,M23020,M,301.2,310.9,1400,37.8,166,0,0,0,0,0,0
9877,L56609,M,298.4,309.2,1365,32.4,66,0,0,0,0,0,0
4676,L50760,M,302.6,308.8,1349,27.9,58,0,0,0,0,0,0
935,M17899,L,299.9,309.7,1268,48.6,35,0,0,0,0,0,0
4643,M20202,L,303.7,312.6,1725,32.8,80,0,0,0,0,0,0
4989,L51850,L,303.8,311.3,1641,40,199,0,0,0,0,0,0
2405,M19393,L,298.9,312.4,1975,29.1,214,0,0,0,0,0,0
659,L47437,L,296.6,306,1546,20.7,82,0,0,0,0,0,0
8590,L55870,L,298.1,309.4,1358,35.9,44,0,0,0,0,0,0
7109,M20468,M,301.5,310.7,1675,40.9,70,0,0,0,0,0,0
7401,L48677,L,303.5,311.9,1751,21.2,25,0,0,0,0,0,0
572,L57161,M,296.7,308.1,1886,26.8,89,0,0,0,0,0,0
9163,L54776,M,301.3,309.9,1341,51.7,177,0,0,0,0,0,0
1663,L49770,L,301.8,309.3,1650,42.1,145,0,0,0,0,0,0
6480,M22472,L,300.8,310.3,1474,47.2,73,0,0,0,0,0,0
3080,L51792,L,302.4,311.8,1567,26.6,173,0,0,0,0,0,0
8826,L56906,L,298.4,309.4,1424,36.4,116,0,0,0,0,0,0
9059,M22452,L,301,310.8,1711,41.9,168,0,0,0,0,0,0
472,L51537,L,302.3,309.6,1358,50.6,115,1,0,0,0,0,0
8178,M22562,L,302.4,311.6,1402,27.1,64,0,0,0,0,0,0
1338,L48705,L,299,307.7,1311,50.8,7,0,0,0,0,0,0
3176,H29909,H,299.5,305.7,1445,56.6,150,0,0,0,0,0,0
8000,L54861,L,300.4,310.7,1695,24.2,151,0,0,0,0,0,0
241,L47273,M,295.7,306.8,2663,21.3,126,0,0,0,0,0,0
6886,M19435,L,300.5,312.4,1446,33.5,105,0,0,0,0,0,0
2138,L51305,M,301.4,310,1394,43.2,66,0,0,0,0,1,0
6683,L52586,L,302,313.1,1521,46.2,192,0,0,0,0,0,0
9086,L56843,M,298.8,309,2479,18.4,137,0,0,0,0,0,0
3760,M17762,L,302.5,310.8,2682,14.5,138,0,0,0,0,0,0
7930,M22423,L,303,310.7,1354,48.7,185,0,0,0,0,0,0
2196,L50808,L,300.2,310.8,1619,54.3,83,0,0,0,0,0,0
5435,L50282,L,299.6,309.3,1698,27.8,171,0,0,0,0,0,0
8035,L51966,L,297.7,307.9,1525,28.5,40,0,0,0,0,0,0
2868,L50776,L,301.9,309.7,1733,34.9,198,0,0,0,0,0,0
854,M15119,L,298.8,309.7,1712,15,201,0,0,0,0,0,0
7287,L50731,L,298.6,310.4,1646,18.9,165,0,0,0,0,0,0
9248,L56716,L,298.6,308.9,1470,31.6,19,0,0,0,0,0,0
7214,L52821,L,298.5,311.5,2008,27.5,203,0,0,0,0,0,0
6643,L54955,L,300.3,310.7,1850,36,98,0,0,0,0,0,0
165,L47528,H,302.8,308,1678,49,40,0,0,0,0,0,0
7329,M22876,H,300.3,311.5,1479,50.3,63,0,0,0,0,0,0
244,M16026,L,298.9,307.5,1310,40.7,193,0,0,0,0,0,0
2648,M22286,M,303,311.9,1403,54.9,143,0,0,0,0,0,0
3073,L49496,L,299.1,309.7,1468,43.1,75,0,0,0,0,0,0
3558,M19804,L,298,306.9,1507,56.3,56,0,0,0,0,0,0
2624,M18617,M,300.6,309.2,1880,18.4,125,0,0,0,0,0,0
5178,L51281,L,301.3,311.4,1571,36.7,70,0,0,0,0,0,0
5014,L55117,L,301.2,311.3,1643,42.3,60,0,0,0,0,0,0
5549,L53849,L,300.9,310.8,1585,21,171,0,0,0,0,0,0
4706,L51278,M,300.7,309,1412,53.4,165,0,0,0,0,0,0
7959,M24412,L,299,310.4,1800,42.6,160,0,0,0,0,0,0
3536,H33781,M,303,310.7,1864,14.7,155,0,0,0,0,0,0
1717,H31721,L,300.5,309.8,1842,34.9,122,0,0,0,0,0,0
3905,M18868,M,302.2,311.7,1379,53.6,45,0,0,0,0,0,0
1115,L50928,L,298.4,308.4,1757,50.5,17,0,0,0,0,0,0
3679,L49617,L,299.5,309.6,1591,31.3,222,0,0,0,0,0,0
2804,L53260,L,301,310.7,1478,41.4,54,0,0,0,0,0,0
6392,M20484,M,303.4,313,1454,49.9,198,0,0,0,0,0,0
3458,L57126,L,298.7,310.5,1496,19.1,108,0,0,0,0,0,0
8609,L56859,L,298.5,308.5,1372,56.8,60,0,0,0,0,0,0
1353,L53458,L,302.6,309.3,1579,46.8,98,0,0,0,0,0,0
7918,M20257,L,300.2,312.1,1479,41.8,74,0,0,0,0,0,0
8288,H39210,M,300.4,311.2,1684,24.3,89,0,0,0,0,0,0
3675,L52834,L,304.1,311.4,1509,48.2,53,0,0,0,0,0,0
9202,L56553,H,299,309.6,1794,28.2,107,0,0,0,0,0,0
7260,M22184,H,300.4,309.9,2096,30.9,201,0,0,0,0,0,0
9363,L56978,L,298.3,308.8,1725,20.6,92,0,0,0,0,0,0
8264,L53585,L,300.7,310.4,1433,41.9,54,0,0,0,0,0,0
847,L51179,M,298.1,307.1,1417,47.8,85,0,0,0,0,0,0
4558,M21355,M,300.5,309.1,1412,45.6,166,0,0,0,0,0,0
4914,L47186,L,298.8,309.2,1479,34.6,66,0,0,0,0,0,0
7528,M18936,L,300.3,311.5,1506,38.9,109,0,0,0,0,0,0
9864,M24293,L,298.6,310.3,1405,57.1,42,0,0,0,0,0,0
3140,M17763,M,300.6,309.8,1785,33,47,0,0,0,0,0,0
2108,L51260,M,297.2,306.9,1458,36,71,0,0,0,0,0,0
718,M17236,L,300.8,309,1492,32.1,86,0,0,0,0,0,0
3648,M21264,L,301.1,309.7,1531,35.1,141,0,0,0,0,0,0
8566,L52796,L,298.9,311.3,1334,60.3,64,0,0,0,0,0,0
1029,L51583,L,302.4,309.2,1552,42,92,0,0,0,0,0,0
5124,H37108,L,301.8,310.2,1796,28,53,0,0,0,0,0,0
6897,H29691,M,299.6,309.2,1743,39.3,142,0,0,0,0,0,0
6754,L47701,L,298.5,309.3,1394,53.4,44,0,0,0,0,0,0
1986,L50814,M,299.9,309.2,1454,24.8,176,0,0,0,0,0,0
1527,H31603,L,298.7,308.8,1657,21.4,201,0,0,0,0,0,0
1513,L47410,L,298.5,309.4,1398,53.3,49,0,0,0,0,0,0
2418,L49791,L,300.2,309.3,1345,36.7,63,0,0,0,0,0,0
3865,M21371,L,300.9,311.1,2372,19.1,43,0,0,0,0,0,0
9222,M23073,H,298.1,308.4,1649,42.7,88,0,0,0,0,0,0
4210,M22570,L,301,309.7,1994,33.5,180,0,0,0,0,0,0
7841,L47846,L,300.8,308.7,1529,50.4,97,0,0,0,0,0,0
5717,L54723,L,301.1,311,1583,42.9,56,0,0,0,0,0,0
7767,M16379,M,298.4,310.7,1314,47.7,94,0,0,0,0,0,0
299,M15560,L,296.4,307.4,1675,48.8,73,0,0,0,0,0,0
5346,M22564,M,300.7,310.4,1410,45.9,129,0,0,0,0,0,0
1951,L55044,L,303.6,312,1624,22.7,57,0,0,0,0,0,0
